index,alpha_over_pi,z_over_pi,z,relative_field_error_vs_w0_analytic,relative_intensity_error_vs_w0_analytic,boundary_max_intensity
0,0.0,0.0,0.0,1.3710277293777502e-16,2.666131613193933e-16,1.2039450034001865e-09
1,0.2,0.1,0.3141592653589793,0.0007482108897321617,0.00043216360821455153,2.3637199947182377e-09
2,0.4,0.2,0.6283185307179586,0.001429582342041081,0.0007458878541353423,1.234687665093731e-09
3,0.6,0.3,0.9424777960769379,0.002071752786689241,0.0007483863448517657,1.0529167311522829e-09
4,0.8,0.4,1.2566370614359172,0.0027026715893656975,0.00043670029513466664,2.133932056913245e-09
5,1.0,0.5,1.5707963267948966,0.003352452482623163,5.6125504873776516e-05,2.0374735062379533e-09
